college,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_encoded,Private_encoded,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_scaled,Outstate_Tier_encoded_scaled,Private_encoded_scaled,Top25perc_trans,Room.Board_trans
Alfred University,Yes,1732,1425,472,37,75,1830,110,16548,5406,500,600,82.0,88,11.3,31,10932,73,0.0674823836685033,0.1877530872682031,0.056018465230557216,0.7226458157909562,-0.012674055439693757,-0.6681269626758217,1.4088462913452764,-0.2291945977334828,-1.4016057553649468,0.5484387369161905,0.5124477851823425,-0.6789541266546215,0.7420738904172537,0.6391260070100195,0.8227482678983834,Very High,3,1,0.06748238366850393,0.18775308726820478,0.05601846523055652,0.7226458157909561,-0.01267405543969319,-0.6681269626758215,1.4088462913452762,-0.22919459773348455,-1.4016057553649466,0.5484387369161905,0.5124477851823425,-0.6789541266546218,0.7420738904172538,0.6391260070099793,0.5157537502634537,1.5296355527690197,0.6125530498969481,4.330733340286331,8.595449689382004
Allegheny College,Yes,2652,1900,484,44,77,1707,44,17080,4440,400,600,73.0,91,9.9,41,11711,76,0.45900038268130033,0.47348271719466084,0.08273597384868624,1.0296888476949617,-0.08489100248516802,-1.162308797216759,1.5045123674303469,-1.0385747647777013,-1.4016057553649468,-0.08394204211030992,0.7816568116943878,-1.07392177987466,1.3638859737288738,0.7928286551963845,0.7164404223227753,Very High,3,1,0.45900038268130094,0.4734827171946625,0.08273597384868554,1.0296888476949617,-0.08489100248516745,-1.1623087972167587,1.5045123674303467,-1.038574764777703,-1.4016057553649466,-0.08394204211030991,0.7816568116943878,-1.0739217798746605,1.363885973728874,0.7928286551963443,-0.20738347780626848,1.5296355527690197,0.6125530498969481,4.356708826689592,8.398634855292102
Allentown Coll. of St. Francis de Sales,Yes,1179,780,290,38,64,1130,638,9690,4785,600,1000,60.0,84,13.3,21,7940,74,-0.296542260396559,-0.42954023088868243,-0.48324564741642817,0.7690207208177242,-0.5364055790483299,0.4148380667121805,-0.061289944401662744,0.44960144391101303,-0.38127720198738435,-0.8731730296610826,0.17590711389826053,-0.1463314798823474,0.004942005820180814,-0.15522989657869318,0.6615776081424937,Medium,1,1,-0.2965422603965584,-0.42954023088868076,-0.4832456474164289,0.7690207208177241,-0.5364055790483293,0.41483806671218076,-0.06128994440166302,0.4496014439110113,-0.381277201987384,-0.8731730296610826,0.17590711389826055,-0.14633147988234768,0.004942005820180843,-0.1552298965787334,-0.5805764736347528,-0.34649203129021994,0.6125530498969481,4.174387269895637,8.47345026846832
Alma College,Yes,1267,1080,385,44,73,1306,28,12572,4552,400,400,79.0,87,15.3,32,9305,68,-0.22763264605805184,-0.09300759405504756,-0.16464391628379804,1.0296888476949617,-0.3733069128542516,-1.3900837948934839,0.6203160478629941,-1.0385747647777013,-2.184436019568784,0.32985855535977965,0.4259346495311623,0.35589122960456665,0.8085395078716484,0.2560513072365705,0.8524072612470402,High,2,1,-0.22763264605805122,-0.0930075940550459,-0.16464391628379874,1.0296888476949617,-0.37330691285425105,-1.3900837948934837,0.6203160478629939,-1.038574764777703,-2.1844360195687837,0.32985855535977965,0.42593464953116233,0.35589122960456643,0.8085395078716485,0.2560513072365303,0.7175029449852314,0.5915717607393999,0.6125530498969481,4.30406509320417,8.423541635334782
Alverno College,Yes,494,313,157,23,46,1317,1235,8352,3640,650,2449,36.0,69,11.1,26,8127,55,-1.1584349762053057,-1.4152705388377889,-1.2225555821189287,-0.053119072030679164,-0.36401391094908286,0.872893115472483,-0.4238386292670067,0.7526774094232582,1.503697003901486,-1.9401726631853233,-0.8700943318940553,-0.7341609541828268,0.3918121720690085,-0.09264109665666519,0.6336032388663968,Medium,1,1,-1.158434976205305,-1.4152705388377873,-1.2225555821189293,-0.053119072030679226,-0.3640139109490823,0.8728931154724833,-0.423838629267007,0.7526774094232564,1.5036970039014863,-1.9401726631853233,-0.8700943318940553,-0.7341609541828271,0.39181217206900854,-0.09264109665670539,-0.7708663600093951,-0.34649203129021994,0.6125530498969481,3.8501476017100584,8.200013648175434
American International College,Yes,1420,1093,220,9,22,1018,287,8700,4780,450,1400,78.0,84,14.7,19,7355,69,-0.11923450915941824,-0.08077771636275002,-0.8074776554826101,-1.3330274833513371,-0.6572622589402508,-0.10067963175366583,-0.3260722857638828,-0.6142542943018506,0.31220519593736024,0.25872716535248275,0.17590711389826053,0.20805977145654062,-0.16286737272235163,-0.3666623052432123,0.7697183098591549,Medium,1,1,-0.11923450915941762,-0.08077771636274836,-0.8074776554826107,-1.3330274833513371,-0.6572622589402503,-0.10067963175366558,-0.3260722857638831,-0.6142542943018524,0.31220519593736057,0.25872716535248275,0.17590711389826055,0.20805977145654042,-0.16286737272235163,-0.3666623052432525,0.15502838090331927,-0.34649203129021994,0.6125530498969481,3.1354942159291497,8.472405008626103
Amherst College,Yes,4302,992,418,83,96,1593,5,19760,5300,660,1598,,98,8.4,63,21424,100,0.8890995965125371,-0.18017304949311616,-0.07474233594180844,2.2780860366648286,-0.15772790585019517,-2.1706909080364514,1.958821970010619,0.8108422001480808,0.5896109059810114,,1.467641878959388,-1.5221214719855227,2.4973679938601347,1.921528660450019,0.23059042305904232,Very High,3,1,0.8890995965125378,-0.1801730494931145,-0.07474233594180914,2.2780860366648286,-0.1577279058501946,-2.170690908036451,1.9588219700106189,0.8108422001480791,0.5896109059810117,,1.467641878959388,-1.5221214719855234,2.497367993860135,1.9215286604499788,-3.512278049067009,1.5296355527690197,0.6125530498969481,4.574710978503383,8.575650760987806
Anderson University,Yes,1216,908,423,19,40,1819,281,10100,3520,550,1100,48.0,61,12.1,14,7994,59,-0.26691812656526814,-0.2714591144498635,-0.06183714060491797,-0.3392340437249904,-0.018888304447196087,-0.11376894624033462,0.04316040253595542,0.12366360639712475,-0.1865912069727965,-1.470371731296988,-1.2983753500580535,-0.4618260365186871,-0.6263490666426472,-0.13692440314021118,0.7467105263157895,Medium,1,1,-0.26691812656526753,-0.2714591144498618,-0.06183714060491866,-0.33923404372499044,-0.018888304447195522,-0.11376894624033437,0.04316040253595514,0.123663606397123,-0.18659120697279616,-1.470371731296988,-1.2983753500580535,-0.4618260365186875,-0.6263490666426473,-0.1369244031402514,-0.0014773287692968597,-0.34649203129021994,0.6125530498969481,3.713572066704308,8.166500319155052
Andrews University,Yes,1130,704,322,14,23,1586,326,9996,3090,900,1320,62.0,66,11.5,18,10908,46,-0.33734706741628917,-0.5371343560895901,-0.3639418028883701,-0.7684736752694478,-0.1624061960324376,-0.02115914000686885,0.016933326759192444,2.0175449708765014,0.18968183135002825,-0.7613493814819632,-1.0407110988557453,-0.6241261598571867,-0.2501326836602141,0.6341232956603398,0.6230088495575221,Medium,1,1,-0.33734706741628856,-0.5371343560895885,-0.3639418028883708,-0.7684736752694479,-0.16240619603243706,-0.021159140006868592,0.01693332675919217,2.0175449708764996,0.18968183135002858,-0.7613493814819632,-1.0407110988557453,-0.624126159857187,-0.25013268366021413,0.6341232956602996,-0.8429325116318768,-0.34649203129021994,0.6125530498969481,3.1780538303479458,8.036249942132116
Angelo State University,No,3540,2001,1016,24,54,4190,1512,5130,3592,500,2000,60.0,62,23.1,5,4010,34,0.7175926868986051,0.5243231691436656,0.8272088611281935,0.012544204192919739,0.7676884667409246,1.0193220410253423,-1.4912463226655415,-0.2291945977334828,1.0664517667212474,-0.8731730296610826,-1.2494530951634284,2.108250746221951,-1.7484034481882336,-2.3924526873218346,0.5652542372881356,Low,0,0,0.7175926868986058,0.5243231691436673,0.8272088611281928,0.012544204192919675,0.7676884667409252,1.0193220410253425,-1.4912463226655417,-0.22919459773348455,1.0664517667212476,-0.8731730296610826,-1.2494530951634284,2.108250746221951,-1.7484034481882338,-2.392452687321875,-1.2357963684675608,-1.2845558233198398,-1.6325116659989423,4.007333185232471,8.186742787113518
Antioch University,Yes,713,661,252,25,44,712,23,15476,3336,400,1100,69.0,82,11.3,35,42926,48,-0.7881977335472874,-0.603660750149363,-0.6463731763978171,0.07620224590010687,-1.092794678079059,-1.4860814376784817,1.209754325500277,-1.0385747647777013,-0.1865912069727965,-0.34246044604151626,0.01703484187169807,-0.6789541266546215,1.001734296309972,2.8359956859131503,0.9270687237026648,Very High,3,1,-0.7881977335472867,-0.6036607501493614,-0.6463731763978178,0.0762022459001068,-1.0927946780790583,-1.4860814376784814,1.2097543255002767,-1.038574764777703,-0.18659120697279616,-0.34246044604151626,0.017034841871698108,-0.6789541266546218,1.0017342963099722,2.83599568591311,1.2253721686672496,1.5296355527690197,0.6125530498969481,3.8066624897703196,8.112827478751374
Appalachian State University,No,7313,4664,1910,20,63,9940,1035,6806,2540,96,2000,83.0,96,18.3,14,5854,70,1.3437272780440979,1.3296974156331665,1.3975044645046737,-0.2637884142137955,1.4439439767799103,0.7474276315958315,-0.8939510962294311,-5.6995563698426635,1.0664517667212474,0.6230258404135154,1.2632379969775114,1.0636508725674954,-0.6263490666426472,-1.0519687050520372,0.6377683577191303,Low,0,0,1.3437272780440985,1.329697415633168,1.397504464504673,-0.26378841421379556,1.443943976779911,0.7474276315958317,-0.8939510962294314,-5.699556369842665,1.0664517667212476,0.6230258404135154,1.2632379969775114,1.0636508725674954,-0.6263490666426473,-1.0519687050520774,-0.7425339967163727,-1.2845558233198398,-1.6325116659989423,4.1588830833596715,7.840312983320164
Aquinas College,Yes,619,516,219,20,51,1251,767,11208,4124,350,1615,55.0,65,12.7,25,6584,65,-0.9296724983030672,-0.8678947239971704,-0.8129407337877209,-0.2637884142137955,-0.42124755421152005,0.5395560299649554,0.31216472861049205,-1.5119094126371275,0.611920335577368,-1.1373980419630705,-1.094880026424442,-0.3026284411960633,0.3177088594568356,-0.6885530095696396,0.8336025848142165,High,2,1,-0.9296724983030665,-0.8678947239971687,-0.8129407337877216,-0.26378841421379556,-0.4212475542115195,0.5395560299649557,0.31216472861049177,-1.5119094126371293,0.6119203355773684,-1.1373980419630705,-1.094880026424442,-0.30262844119606364,0.31770885945683564,-0.6885530095696798,0.5895880059066398,0.5915717607393999,0.6125530498969481,3.9512437185814275,8.324821298768782
Arizona State University Main campus,No,12809,10308,3761,24,49,22593,7585,7434,4850,700,2100,88.0,93,18.9,5,4602,48,1.805304875038238,2.0428491746878157,1.9512314890631361,0.012544204192919739,1.9783596156465513,2.297115337082717,-0.6952928841954168,1.036080707406721,1.1711850671596715,1.0088928960519896,0.9692990979140862,1.1996123627079116,-1.7484034481882336,-1.8724588424063098,0.8047466625029276,Low,0,0,1.8053048750382388,2.0428491746878175,1.9512314890631355,0.012544204192919675,1.978359615646552,2.2971153370827175,-0.695292884195417,1.0360807074067193,1.1711850671596717,1.0088928960519896,0.9692990979140862,1.1996123627079116,-1.7484034481882338,-1.87245884240635,0.39330153654403927,-1.2845558233198398,-1.6325116659989423,3.912023005428146,8.486940148245216
Arkansas College (Lyon College),Yes,708,334,166,46,74,530,182,8644,3922,500,800,79.0,88,12.6,24,14579,54,-0.7952056021137316,-1.3430919308200022,-1.1524865054486442,1.1106782881401172,-1.4790166841604393,-0.37689610893187386,-0.34162914293415475,-0.2291945977334828,-0.8317407991744724,0.32985855535977965,0.5124477851823425,-0.3289547743612044,0.2420706033059415,1.2454681517793549,0.4717514124293785,Medium,1,1,-0.7952056021137309,-1.3430919308200007,-1.1524865054486448,1.1106782881401172,-1.4790166841604386,-0.3768961089318736,-0.34162914293415503,-0.22919459773348455,-0.8317407991744721,0.32985855535977965,0.5124477851823425,-0.32895477436120474,0.24207060330594155,1.2454681517793147,-1.871830079986632,-0.34649203129021994,0.6125530498969481,4.31748811353631,8.274611946209552
Arkansas Tech University,No,1734,1729,951,12,52,3602,939,3460,2650,450,1000,57.0,60,19.6,5,4739,48,0.06855942366930086,0.3804377936630486,0.7642184544263523,-0.9727316677869278,0.6355953858538823,0.6792289379186931,-2.2324617327877823,-0.6142542943018506,-0.38127720198738435,-1.0343401508981573,-1.3460179845367914,1.356129441000271,-1.7484034481882336,-1.7666101753091932,0.9971164936562861,Low,0,0,0.06855942366930148,0.38043779366305025,0.7642184544263516,-0.9727316677869279,0.6355953858538829,0.6792289379186933,-2.2324617327877827,-0.6142542943018524,-0.381277201987384,-1.0343401508981573,-1.3460179845367914,1.356129441000271,-1.7484034481882338,-1.7666101753092334,1.7018576991796808,-1.2845558233198398,-1.6325116659989423,3.970291913552122,7.8826922062890254
Assumption College,Yes,2135,1700,491,23,59,1708,689,12000,5920,500,500,93.0,93,13.8,30,7100,88,0.26123962574723714,0.36368557075564245,0.09797073617634125,-0.053119072030679164,-0.08427854063618628,0.4666461901064971,0.49390607097335004,-0.2291945977334828,-1.7565250573930093,1.4162709817701533,0.9692990979140862,-0.018169120424499485,0.6744919461391042,-0.4671388486143458,0.7962529274004684,High,2,1,0.26123962574723775,0.3636855707556441,0.09797073617634056,-0.053119072030679226,-0.08427854063618571,0.4666461901064974,0.49390607097334976,-0.22919459773348455,-1.7565250573930091,1.4162709817701533,0.9692990979140862,-0.018169120424499738,0.6744919461391043,-0.467138848614386,0.3355246525831801,0.5915717607393999,0.6125530498969481,4.0943445622221,8.686260632531775
Auburn University-Main Campus,No,7548,6791,3070,25,57,16262,1716,6300,3933,600,1908,85.0,91,16.7,18,6642,69,1.370278593404718,1.6724482606612392,1.7913283718185165,0.07620224590010687,1.7758025973961926,1.1124020592964763,-1.0629709897256059,0.44960144391101303,0.9657230697348619,0.7747877474272864,0.7816568116943878,0.6923240948584863,-0.2501326836602141,-0.6623477640253405,0.8997085320614733,Low,0,0,1.3702785934047186,1.6724482606612407,1.7913283718185158,0.0762022459001068,1.7758025973961933,1.1124020592964765,-1.062970989725606,0.4496014439110113,0.9657230697348622,0.7747877474272864,0.7816568116943878,0.6923240948584862,-0.25013268366021413,-0.6623477640253806,1.0392600991794334,-1.2845558233198398,-1.6325116659989423,4.060443010546419,8.277411998949004
Augsburg College,Yes,662,513,257,12,30,2074,726,11902,4372,540,950,65.0,65,12.8,31,7836,58,-0.8622838786335933,-0.8741708879650142,-0.623342191668465,-0.9727316677869278,0.11449793484123197,0.502111266263199,0.4718535875829905,0.05539421178077269,-0.4854840928742669,-0.5870586132298377,-1.094880026424442,-0.27638263282096814,0.7420738904172537,-0.19103172876789828,0.7749244712990937,High,2,1,-0.8622838786335927,-0.8741708879650125,-0.6233421916684657,-0.9727316677869279,0.11449793484123254,0.5021112662631992,0.47185358758299023,0.05539421178077094,-0.4854840928742666,-0.5870586132298377,-1.094880026424442,-0.2763826328209685,0.7420738904172538,-0.1910317287679385,0.19044222201896147,0.5915717607393999,0.6125530498969481,3.4339872044851463,8.38320455141292
Augustana College IL,Yes,1879,1658,497,36,69,1950,38,13353,4173,540,821,78.0,83,12.7,40,9220,71,0.14328635277136292,0.33887409351368114,0.11083104433542443,0.675328745331237,0.05229420487314884,-1.2373062479710122,0.7869534898148401,0.05539421178077269,-0.7798144880006043,0.25872716535248275,0.09569733284866454,-0.3026284411960633,1.3055390298726273,0.23321172569719256,0.8823842469398616,High,2,1,0.14328635277136353,0.3388740935136828,0.11083104433542373,0.6753287453312369,0.05229420487314941,-1.237306247971012,0.7869534898148399,0.05539421178077094,-0.7798144880006039,0.25872716535248275,0.09569733284866458,-0.30262844119606364,1.3055390298726275,0.23321172569715234,0.9214152171455692,0.5915717607393999,0.6125530498969481,4.248495242049359,8.336630087637147
Augustana College,Yes,761,725,306,21,58,1337,300,10990,3244,600,1021,66.0,70,10.4,30,6871,69,-0.7234886416365363,-0.5062068797315574,-0.42179417873863634,-0.1910995085854955,-0.3473575074707333,-0.07314506384833197,0.26066610660468426,0.44960144391101303,-0.33894274659695206,-0.5272161250696584,-0.8104772611976783,-0.9305096229230176,0.6744919461391042,-0.5622343980249318,0.9526938239159002,High,2,1,-0.7234886416365356,-0.5062068797315558,-0.42179417873863706,-0.19109950858549554,-0.34735750747073274,-0.07314506384833172,0.260666106604684,0.4496014439110113,-0.3389427465969517,-0.5272161250696584,-0.8104772611976783,-0.9305096229230181,0.6744919461391043,-0.562234398024972,1.3996816360153455,0.5915717607393999,0.6125530498969481,4.07753744390572,8.08487062913819
Austin College,Yes,948,798,295,42,74,1120,15,11280,4342,400,1150,81.0,95,13.0,33,11361,71,-0.5075090324304669,-0.40569893405393226,-0.4636302335001798,0.9459121453121655,-0.5465906523231704,-1.6883580068917192,0.32902876832268085,-1.0385747647777013,-0.09532026063319256,0.474714832564546,1.1635803366973685,-0.22412911641303207,0.8739402524684261,0.7257832507645184,0.8417721518987342,High,2,1,-0.5075090324304662,-0.4056989340539306,-0.4636302335001805,0.9459121453121654,-0.5465906523231698,-1.688358006891719,0.3290287683226806,-1.038574764777703,-0.09532026063319222,0.474714832564546,1.1635803366973685,-0.22412911641303238,0.8739402524684262,0.7257832507644782,0.6451598036797981,0.5915717607393999,0.6125530498969481,4.31748811353631,8.376320632534823
Averett College,Yes,627,556,172,16,40,777,538,9925,4135,750,1350,59.0,67,22.4,11,6523,48,-0.9167620943759426,-0.7877554130475282,-1.1081651194371072,-0.5849046607537621,-0.9832004951644471,0.3013831459239031,-0.001074826464552071,1.302364971752549,0.23641393758197868,-0.9277718533150182,-0.9851988400469104,1.9615837480874563,-0.9453261392418362,-0.7165006291979146,0.886762360446571,Medium,1,1,-0.9167620943759419,-0.7877554130475265,-1.1081651194371078,-0.5849046607537622,-0.9832004951644465,0.30138314592390336,-0.0010748264645523452,1.3023649717525472,0.236413937581979,-0.9277718533150182,-0.9851988400469104,1.9615837480874565,-0.9453261392418363,-0.7165006291979548,0.9511964327113076,-0.34649203129021994,0.6125530498969481,3.713572066704308,8.327484416188264
Baker University,Yes,602,483,206,21,47,958,466,8620,4100,400,2250,58.0,68,11.0,21,6136,65,-0.9577117377063573,-0.9391798759192604,-0.8866943418530147,-0.1910995085854955,-0.7288823297174306,0.20724118805424357,-0.3483166376790663,-1.0385747647777013,1.3199334200026576,-0.9814944542822377,-0.9283307329438812,-0.761909398547313,0.004942005820180814,-0.9036897818932241,0.8023255813953488,Medium,1,1,-0.9577117377063566,-0.9391798759192588,-0.8866943418530153,-0.19109950858549554,-0.72888232971743,0.20724118805424382,-0.34831663767906657,-1.038574764777703,1.3199334200026578,-0.9814944542822377,-0.9283307329438812,-0.7619093985473134,0.004942005820180843,-0.9036897818932643,0.3768326308712091,-0.34649203129021994,0.6125530498969481,3.871201010907891,8.31898612539206
